TOF RNG CROSSRNG ALT PHI THETA PSI ROLLRATE PITCHRATE YAWRATE ALPHA BETA ALPHADOT BETADOT PDOT QDOT RDOT UDOT VDOT WDOT
0.2067 101.3553 -0.0051 10001.0840 1.1492 0.0172 -0.0001 129.5235 -0.0335 -0.0221 0.0014 0.0009 -0.0147 0.0203 513.2611 -0.1626 -0.1067 1823.8091 -29.1458 -12.8942
0.2083 102.5042 -0.0051 10001.0930 1.3657 0.0172 -0.0002 130.3773 -0.0338 -0.0223 0.0013 0.0009 -0.0247 0.0230 511.3921 -0.1608 -0.1122 1823.0876 -31.2784 -6.2839
0.2100 103.6582 -0.0052 10001.1019 1.5838 0.0173 -0.0002 131.2281 -0.0340 -0.0225 0.0013 0.0010 -0.0350 0.0236 509.5143 -0.1570 -0.1181 1822.3644 -31.9383 0.6746
0.2117 104.8172 -0.0053 10001.1109 1.8032 0.0173 -0.0003 132.0757 -0.0343 -0.0227 0.0012 0.0010 -0.0453 0.0219 507.6279 -0.1510 -0.1240 1821.6395 -31.0652 7.6539
0.2133 105.9812 -0.0054 10001.1198 2.0240 0.0174 -0.0003 132.9202 -0.0345 -0.0229 0.0011 0.0010 -0.0550 0.0181 505.7329 -0.1428 -0.1295 1820.9131 -28.6723 14.3151
0.2150 107.1504 -0.0054 10001.1288 2.2462 0.0174 -0.0004 133.7615 -0.0348 -0.0231 0.0010 0.0011 -0.0637 0.0123 503.8292 -0.1326 -0.1341 1820.1852 -24.8484 20.3240
0.2167 108.3246 -0.0055 10001.1377 2.4699 0.0175 -0.0004 134.5996 -0.0350 -0.0233 0.0009 0.0011 -0.0709 0.0047 501.9170 -0.1205 -0.1374 1819.4559 -19.7573 25.3686
0.2183 109.5038 -0.0056 10001.1467 2.6949 0.0176 -0.0004 135.4345 -0.0352 -0.0235 0.0008 0.0011 -0.0763 -0.0043 499.9963 -0.1068 -0.1391 1818.7253 -13.6321 29.1759
0.2200 110.6881 -0.0057 10001.1557 2.9213 0.0176 -0.0004 136.2663 -0.0353 -0.0238 0.0007 0.0011 -0.0796 -0.0143 498.0671 -0.0918 -0.1388 1817.9935 -6.7665 31.5281
0.2217 111.8774 -0.0058 10001.1646 3.1491 0.0177 -0.0003 137.0947 -0.0355 -0.0240 0.0005 0.0010 -0.0806 -0.0247 496.1294 -0.0761 -0.1363 1817.2607 0.4979 32.2765
0.2233 113.0718 -0.0059 10001.1736 3.3783 0.0177 -0.0003 137.9200 -0.0356 -0.0242 0.0004 0.0010 -0.0792 -0.0351 494.1834 -0.0600 -0.1316 1816.5269 7.7884 31.3521
0.2250 114.2713 -0.0060 10001.1825 3.6089 0.0178 -0.0002 138.7420 -0.0357 -0.0244 0.0003 0.0009 -0.0756 -0.0449 492.2289 -0.0440 -0.1245 1815.7923 14.7193 28.7732
0.2267 115.4757 -0.0061 10001.1915 3.8408 0.0178 -0.0001 139.5608 -0.0357 -0.0246 0.0001 0.0008 -0.0698 -0.0535 490.2662 -0.0287 -0.1153 1815.0569 20.9129 24.6476
0.2283 116.6853 -0.0062 10001.2004 4.0741 0.0178 -0.0001 140.3762 -0.0358 -0.0248 0.0000 0.0007 -0.0621 -0.0606 488.2951 -0.0146 -0.1041 1814.3208 26.0204 19.1706
0.2300 117.8998 -0.0063 10001.2094 4.3087 0.0178 -0.0000 141.1884 -0.0358 -0.0250 -0.0001 0.0006 -0.0530 -0.0657 486.3159 -0.0019 -0.0912 1813.5840 29.7425 12.6180
0.2317 119.1194 -0.0064 10001.2183 4.5447 0.0178 0.0001 141.9973 -0.0358 -0.0251 -0.0002 0.0005 -0.0430 -0.0686 484.3284 0.0089 -0.0772 1812.8466 31.8487 5.3334
0.2333 120.3441 -0.0065 10001.2273 4.7820 0.0178 0.0001 142.8028 -0.0357 -0.0253 -0.0002 0.0004 -0.0326 -0.0690 482.3327 0.0176 -0.0624 1812.1084 32.1926 -2.2882
0.2350 121.5738 -0.0066 10001.2362 5.0207 0.0177 0.0002 143.6051 -0.0357 -0.0253 -0.0003 0.0003 -0.0224 -0.0669 480.3289 0.0241 -0.0475 1811.3693 30.7244 -9.8217
0.2367 122.8085 -0.0067 10001.2452 5.2607 0.0176 0.0002 144.4039 -0.0357 -0.0254 -0.0003 0.0002 -0.0130 -0.0625 478.3171 0.0285 -0.0330 1810.6294 27.4971 -16.8348
0.2383 124.0482 -0.0068 10001.2541 5.5021 0.0176 0.0002 145.1994 -0.0356 -0.0255 -0.0003 0.0001 -0.0049 -0.0559 476.2972 0.0309 -0.0195 1809.8885 22.6679 -22.9134
0.2400 125.2930 -0.0069 10001.2631 5.7447 0.0175 0.0002 145.9916 -0.0356 -0.0255 -0.0003 -0.0000 0.0014 -0.0475 474.2692 0.0316 -0.0075 1809.1464 16.4926 -27.6871
0.2417 126.5428 -0.0070 10001.2720 5.9887 0.0174 0.0002 146.7803 -0.0355 -0.0255 -0.0003 -0.0001 0.0056 -0.0379 472.2334 0.0311 0.0027 1808.4030 9.3139 -30.8531
0.2433 127.7976 -0.0071 10001.2810 6.2340 0.0174 0.0002 147.5657 -0.0355 -0.0255 -0.0003 -0.0001 0.0072 -0.0275 470.1896 0.0299 0.0107 1807.6581 1.5445 -32.1968
0.2450 129.0574 -0.0071 10001.2899 0.1974 0.0173 0.0001 148.3476 -0.0354 -0.0254 -0.0003 -0.0002 0.0063 -0.0171 468.1379 0.0285 0.0162 1806.9117 -6.3562 -31.6089
0.2467 130.3223 -0.0072 10001.2988 0.4453 0.0173 0.0001 149.1261 -0.0354 -0.0254 -0.0003 -0.0002 0.0029 -0.0071 466.0784 0.0277 0.0194 1806.1637 -13.9083 -29.0956
0.2483 131.5921 -0.0073 10001.3078 0.6945 0.0172 0.0000 149.9012 -0.0353 -0.0254 -0.0003 -0.0002 -0.0029 0.0017 464.0111 0.0279 0.0203 1805.4138 -20.6409 -24.7830
0.2500 132.8670 -0.0074 10001.3167 0.9450 0.0172 -0.0001 150.6728 -0.0353 -0.0253 -0.0003 -0.0002 -0.0106 0.0087 461.9361 0.0299 0.0192 1804.6622 -26.1224 -18.9128
0.2517 134.1469 -0.0075 10001.3256 1.1967 0.0172 -0.0001 151.4410 -0.0352 -0.0253 -0.0003 -0.0002 -0.0198 0.0137 459.8534 0.0341 0.0165 1803.9087 -29.9890 -11.8321
0.2533 135.4319 -0.0076 10001.3346 1.4498 0.0173 -0.0002 152.2057 -0.0352 -0.0253 -0.0003 -0.0001 -0.0300 0.0161 457.7630 0.0409 0.0128 1803.1534 -31.9709 -3.9740
0.2550 136.7218 -0.0077 10001.3435 1.7041 0.0173 -0.0003 152.9669 -0.0351 -0.0253 -0.0004 -0.0001 -0.0404 0.0159 455.6650 0.0506 0.0087 1802.3963 -31.9132 4.1673
0.2567 138.0167 -0.0078 10001.3524 1.9596 0.0174 -0.0003 153.7246 -0.0350 -0.0253 -0.0005 -0.0001 -0.0505 0.0130 453.5594 0.0631 0.0050 1801.6376 -29.7901 12.0664
0.2583 139.3167 -0.0079 10001.3613 2.2165 0.0174 -0.0003 154.4787 -0.0349 -0.0253 -0.0006 -0.0001 -0.0594 0.0076 451.4463 0.0785 0.0022 1800.8772 -25.7110 19.2011
0.2600 140.6216 -0.0080 10001.3703 2.4746 0.0175 -0.0003 155.2294 -0.0347 -0.0253 -0.0007 -0.0001 -0.0667 0.0001 449.3257 0.0963 0.0012 1800.1155 -19.9182 25.0868
0.2617 141.9316 -0.0081 10001.3792 2.7339 0.0176 -0.0003 155.9765 -0.0345 -0.0253 -0.0008 -0.0001 -0.0718 -0.0090 447.1977 0.1162 0.0024 1799.3525 -12.7747 29.3112
0.2633 143.2465 -0.0082 10001.3881 2.9945 0.0176 -0.0003 156.7200 -0.0343 -0.0252 -0.0009 -0.0001 -0.0743 -0.0192 445.0623 0.1376 0.0063 1798.5883 -4.7440 31.5642
0.2650 144.5664 -0.0083 10001.3970 3.2563 0.0177 -0.0003 157.4600 -0.0341 -0.0252 -0.0010 -0.0001 -0.0740 -0.0298 442.9195 0.1597 0.0132 1797.8232 3.6388 31.6633
0.2667 145.8914 -0.0084 10001.4059 3.5194 0.0177 -0.0002 158.1964 -0.0338 -0.0252 -0.0012 -0.0002 -0.0709 -0.0400 440.7695 0.1818 0.0231 1797.0572 11.8017 29.5701
0.2683 147.2213 -0.0085 10001.4148 3.7836 0.0178 -0.0001 158.9292 -0.0335 -0.0252 -0.0013 -0.0003 -0.0652 -0.0491 438.6122 0.2031 0.0360 1796.2905 19.1743 25.3981
0.2700 148.5562 -0.0086 10001.4237 4.0491 0.0178 -0.0001 159.6585 -0.0331 -0.0251 -0.0014 -0.0004 -0.0573 -0.0565 436.4477 0.2228 0.0515 1795.5231 25.2288 19.4093
0.2717 149.8961 -0.0087 10001.4327 4.3158 0.0178 -0.0000 160.3841 -0.0327 -0.0250 -0.0015 -0.0005 -0.0476 -0.0616 434.2760 0.2404 0.0692 1794.7551 29.5185 12.0006
0.2733 151.2410 -0.0088 10001.4416 4.5837 0.0177 0.0001 161.1060 -0.0323 -0.0248 -0.0015 -0.0006 -0.0369 -0.0641 432.0972 0.2553 0.0883 1793.9863 31.7126 3.6795
0.2750 152.5909 -0.0089 10001.4505 4.8529 0.0177 0.0001 161.8244 -0.0319 -0.0247 -0.0016 -0.0007 -0.0258 -0.0637 429.9114 0.2673 0.1081 1793.2168 31.6243 -4.9692
0.2767 153.9458 -0.0090 10001.4594 5.1232 0.0176 0.0001 162.5391 -0.0314 -0.0245 -0.0016 -0.0008 -0.0151 -0.0604 427.7185 0.2762 0.1278 1792.4464 29.2285 -13.3239
0.2783 155.3056 -0.0091 10001.4683 5.3947 0.0176 0.0002 163.2501 -0.0310 -0.0243 -0.0016 -0.0009 -0.0056 -0.0544 425.5187 0.2822 0.1465 1791.6750 24.6693 -20.7706
0.2800 156.6704 -0.0092 10001.4772 5.6673 0.0175 0.0002 163.9575 -0.0305 -0.0240 -0.0016 -0.0010 0.0021 -0.0463 423.3119 0.2857 0.1634 1790.9024 18.2537 -26.7493
0.2817 158.0402 -0.0093 10001.4861 5.9412 0.0175 0.0002 164.6611 -0.0300 -0.0237 -0.0016 -0.0010 0.0074 -0.0364 421.0982 0.2872 0.1778 1790.1284 10.4343 -30.7975
0.2833 159.4150 -0.0095 10001.4950 6.2162 0.0174 0.0001 165.3611 -0.0295 -0.0234 -0.0016 -0.0011 0.0099 -0.0256 418.8777 0.2875 0.1893 1789.3530 1.7790 -32.5879
0.2850 160.7947 -0.0096 10001.5039 0.2092 0.0174 0.0001 166.0574 -0.0291 -0.0231 -0.0016 -0.0011 0.0095 -0.0146 416.6505 0.2874 0.1975 1788.5760 -7.0685 -31.9579
0.2867 162.1794 -0.0097 10001.5128 0.4865 0.0173 0.0000 166.7500 -0.0286 -0.0228 -0.0016 -0.0011 0.0062 -0.0042 414.4165 0.2879 0.2025 1787.7972 -15.4366 -28.9267
0.2883 163.5691 -0.0098 10001.5217 0.7650 0.0173 -0.0000 167.4388 -0.0281 -0.0224 -0.0016 -0.0011 0.0003 0.0047 412.1758 0.2898 0.2045 1787.0167 -22.6763 -23.6994
0.2900 164.9637 -0.0099 10001.5306 1.0447 0.0173 -0.0001 168.1239 -0.0276 -0.0221 -0.0016 -0.0011 -0.0077 0.0116 409.9285 0.2940 0.2040 1786.2343 -28.2132 -16.6560
0.2917 166.3633 -0.0100 10001.5395 1.3254 0.0173 -0.0001 168.8052 -0.0271 -0.0217 -0.0016 -0.0011 -0.0172 0.0158 407.6746 0.3011 0.2016 1785.3929 -31.5949 -8.3269
0.2933 167.7679 -0.0101 10001.5484 1.6073 0.0174 -0.0002 169.4828 -0.0266 -0.0214 -0.0016 -0.0011 -0.0274 0.0171 405.4143 0.3115 0.1982 1784.5351 -32.5298 0.6451
0.2950 169.1774 -0.0102 10001.5572 1.8904 0.0174 -0.0002 170.1566 -0.0261 -0.0211 -0.0017 -0.0010 -0.0374 0.0154 403.1475 0.3255 0.1948 1783.6745 -30.9157 9.5529
0.2967 170.5919 -0.0103 10001.5661 2.1745 0.0174 -0.0002 170.8266 -0.0255 -0.0207 -0.0018 -0.0010 -0.0463 0.0108 400.8744 0.3429 0.1923 1782.8113 -26.8531 17.6807
0.2983 172.0113 -0.0105 10001.5750 2.4598 0.0175 -0.0003 171.4928 -0.0249 -0.0204 -0.0019 -0.0010 -0.0535 0.0038 398.5949 0.3633 0.1918 1781.9457 -20.6427 24.3618
0.3000 173.4357 -0.0106 10001.5838 2.7462 0.0176 -0.0002 172.1552 -0.0243 -0.0201 -0.0019 -0.0010 -0.0582 -0.0052 396.3092 0.3862 0.1940 1781.0778 -12.7661 29.0341
0.3017 174.8650 -0.0107 10001.5927 3.0337 0.0176 -0.0002 172.8139 -0.0236 -0.0198 -0.0020 -0.0010 -0.0601 -0.0153 394.0173 0.4106 0.1995 1780.2077 -3.8514 31.2903
0.3033 176.2993 -0.0108 10001.6016 3.3222 0.0176 -0.0002 173.4686 -0.0229 -0.0194 -0.0021 -0.0010 -0.0588 -0.0257 391.7193 0.4355 0.2086 1779.3356 5.3755 30.9149
0.3050 177.7385 -0.0109 10001.6104 3.6119 0.0177 -0.0001 174.1196 -0.0222 -0.0191 -0.0022 -0.0011 -0.0545 -0.0354 389.4151 0.4599 0.2215 1778.4615 14.1490 27.9081
0.3067 179.1826 -0.0110 10001.6193 3.9026 0.0177 -0.0001 174.7667 -0.0214 -0.0187 -0.0023 -0.0012 -0.0473 -0.0437 387.1049 0.4827 0.2378 1777.5854 21.7270 22.4912
0.3083 180.6317 -0.0111 10001.6282 4.1944 0.0177 -0.0001 175.4099 -0.0206 -0.0183 -0.0024 -0.0012 -0.0379 -0.0498 384.7887 0.5029 0.2570 1776.7075 27.4550 15.0936
0.3100 182.0858 -0.0112 10001.6370 4.4873 0.0177 -0.0000 176.0493 -0.0197 -0.0178 -0.0025 -0.0013 -0.0270 -0.0531 382.4665 0.5197 0.2783 1775.8275 30.8241 6.3216
0.3117 183.5447 -0.0113 10001.6459 4.7813 0.0176 0.0000 176.6848 -0.0189 -0.0174 -0.0025 -0.0014 -0.0153 -0.0533 380.1385 0.5326 0.3005 1774.9456 31.5188 -3.0895
0.3133 185.0086 -0.0114 10001.6547 5.0763 0.0176 0.0000 177.3164 -0.0180 -0.0168 -0.0025 -0.0015 -0.0039 -0.0503 377.8046 0.5415 0.3227 1774.0614 29.4491 -12.3357
0.3150 186.4774 -0.0116 10001.6636 5.3723 0.0176 0.0001 177.9442 -0.0170 -0.0163 -0.0025 -0.0016 0.0063 -0.0443 375.4649 0.5465 0.3436 1773.1746 24.7643 -20.6132
0.3167 187.9512 -0.0117 10001.6725 5.6694 0.0175 0.0001 178.5680 -0.0161 -0.0157 -0.0025 -0.0017 0.0146 -0.0358 373.1195 0.5480 0.3621 1772.2843 17.8455 -27.1888
0.3183 189.4299 -0.0118 10001.6813 5.9676 0.0175 0.0001 179.1879 -0.0152 -0.0151 -0.0025 -0.0017 0.0202 -0.0255 370.7684 0.5468 0.3774 1771.3914 9.2781 -31.4665
0.3200 190.9135 -0.0119 10001.6901 6.2667 0.0175 0.0000 179.8039 -0.0143 -0.0144 -0.0024 -0.0017 0.0227 -0.0142 368.4117 0.5440 0.3887 1770.4958 -0.1961 -33.0447
0.3217 192.4020 -0.0121 10001.6990 0.2837 0.0174 0.0000 180.4159 -0.0134 -0.0138 -0.0024 -0.0018 0.0221 -0.0029 366.0495 0.5407 0.3959 1769.5976 -9.7412 -31.7561
0.3233 193.8954 -0.0122 10001.7078 0.5849 0.0174 -0.0000 181.0240 -0.0125 -0.0131 -0.0023 -0.0017 0.0183 0.0075 363.6817 0.5381 0.3989 1768.6965 -18.5007 -27.6889
0.3250 195.3937 -0.0123 10001.7167 0.8871 0.0174 -0.0001 181.6282 -0.0116 -0.0125 -0.0023 -0.0017 0.0119 0.0161 361.3085 0.5374 0.3981 1767.7927 -25.6749 -21.1851
0.3267 196.8970 -0.0125 10001.7255 1.1903 0.0174 -0.0001 182.2284 -0.0107 -0.0118 -0.0023 -0.0017 0.0035 0.0221 358.9298 0.5396 0.3944 1766.8862 -30.5956 -12.8145
0.3283 198.4052 -0.0126 10001.7343 1.4946 0.0174 -0.0001 182.8246 -0.0098 -0.0111 -0.0023 -0.0017 -0.0061 0.0250 356.5459 0.5454 0.3888 1765.9770 -32.7905 -3.3279
0.3300 199.9182 -0.0127 10001.7431 1.7998 0.0175 -0.0001 183.4169 -0.0089 -0.0105 -0.0023 -0.0016 -0.0159 0.0247 354.1566 0.5553 0.3825 1765.0651 -32.0317 6.4084
0.3317 201.4362 -0.0128 10001.7519 2.1059 0.0175 -0.0001 184.0051 -0.0080 -0.0099 -0.0024 -0.0016 -0.0249 0.0212 351.7622 0.5691 0.3768 1764.1507 -28.3627 15.4909
0.3333 202.9591 -0.0130 10001.7607 2.4131 0.0175 -0.0001 184.5894 -0.0070 -0.0092 -0.0024 -0.0015 -0.0322 0.0149 349.3625 0.5864 0.3730 1763.2338 -22.1001 23.0629
0.3350 204.4869 -0.0131 10001.7695 2.7212 0.0175 -0.0001 185.1697 -0.0060 -0.0086 -0.0025 -0.0015 -0.0369 0.0064 346.9578 0.6065 0.3722 1762.3146 -13.8100 28.3968
0.3367 206.0195 -0.0132 10001.7783 3.0303 0.0175 -0.0001 185.7459 -0.0050 -0.0080 -0.0025 -0.0015 -0.0386 -0.0034 344.5480 0.6283 0.3752 1761.3930 -4.2595 30.9655
0.3383 207.5571 -0.0133 10001.7871 3.3404 0.0175 -0.0001 186.3182 -0.0039 -0.0074 -0.0026 -0.0015 -0.0369 -0.0135 342.1332 0.6504 0.3824 1760.4690 5.6519 30.4980
0.3400 209.0996 -0.0134 10001.7959 3.6514 0.0175 -0.0001 186.8864 -0.0028 -0.0067 -0.0027 -0.0016 -0.0320 -0.0229 339.7135 0.6715 0.3938 1759.5427 14.9766 27.0104
0.3417 210.6469 -0.0135 10001.8047 3.9633 0.0175 -0.0001 187.4505 -0.0017 -0.0061 -0.0027 -0.0016 -0.0241 -0.0306 337.2889 0.6901 0.4092 1758.6141 22.8089 20.8110
0.3433 212.1991 -0.0137 10001.8135 4.2762 0.0175 -0.0001 188.0107 -0.0005 -0.0054 -0.0027 -0.0017 -0.0139 -0.0358 334.8595 0.7050 0.4276 1757.6830 28.3749 12.4760
0.3450 213.7562 -0.0138 10001.8223 4.5901 0.0175 -0.0001 188.5667 0.0007 -0.0046 -0.0027 -0.0017 -0.0023 -0.0379 332.4252 0.7154 0.4479 1756.7494 31.1104 2.7993
0.3467 215.3182 -0.0139 10001.8310 4.9048 0.0175 -0.0001 189.1187 0.0019 -0.0039 -0.0027 -0.0018 0.0096 -0.0366 329.9863 0.7206 0.4687 1755.8132 30.7212 -7.2820
0.3483 216.8851 -0.0140 10001.8398 5.2204 0.0175 -0.0001 189.6667 0.0031 -0.0031 -0.0027 -0.0018 0.0209 -0.0320 327.5427 0.7207 0.4885 1754.8744 27.2179 -16.7766
0.3500 218.4569 -0.0141 10001.8486 5.5370 0.0175 -0.0001 190.2105 0.0043 -0.0022 -0.0027 -0.0019 0.0305 -0.0244 325.0946 0.7161 0.5059 1753.9329 20.9208 -24.7374
0.3517 220.0335 -0.0143 10001.8574 5.8545 0.0175 -0.0001 190.7503 0.0055 -0.0014 -0.0026 -0.0019 0.0375 -0.0145 322.6418 0.7075 0.5196 1752.9887 12.4342 -30.3570
0.3533 221.6150 -0.0144 10001.8662 6.1728 0.0175 -0.0001 191.2860 0.0066 -0.0005 -0.0025 -0.0019 0.0414 -0.0032 320.1846 0.6961 0.5286 1752.0418 2.5910 -33.0519
0.3550 223.2013 -0.0146 10001.8749 0.2089 0.0175 -0.0001 191.8176 0.0078 0.0004 -0.0025 -0.0019 0.0419 0.0084 317.7230 0.6835 0.5325 1751.0922 -7.6266 -32.5259
0.3567 224.7925 -0.0147 10001.8837 0.5291 0.0176 -0.0001 192.3451 0.0089 0.0013 -0.0024 -0.0019 0.0390 0.0192 315.2570 0.6711 0.5311 1750.1400 -17.1853 -28.8063
0.3583 226.3886 -0.0148 10001.8925 0.8501 0.0176 -0.0001 192.8684 0.0100 0.0021 -0.0023 -0.0019 0.0332 0.0283 312.7867 0.6605 0.5249 1749.1853 -25.1043 -22.2467
0.3600 227.9896 -0.0150 10001.9012 1.1720 0.0176 -0.0001 193.3877 0.0111 0.0030 -0.0023 -0.0018 0.0251 0.0348 310.3122 0.6529 0.5149 1748.2282 -30.5584 -13.4976
0.3617 229.5954 -0.0151 10001.9099 1.4947 0.0176 -0.0000 193.9028 0.0122 0.0039 -0.0023 -0.0018 0.0158 0.0380 307.8335 0.6493 0.5023 1747.2687 -32.9656 -3.4440
0.3633 231.2060 -0.0153 10001.9187 1.8183 0.0176 -0.0000 194.4138 0.0133 0.0047 -0.0022 -0.0017 0.0062 0.0378 305.3507 0.6502 0.4887 1746.3068 -32.0526 6.8819
0.3650 232.8215 -0.0154 10001.9274 2.1427 0.0175 0.0000 194.9210 0.0144 0.0055 -0.0022 -0.0016 -0.0025 0.0342 303.2982 0.6555 0.4758 1745.3622 -27.8888 16.4061
0.3667 234.4419 -0.0155 10001.9361 2.4680 0.0175 0.0000 195.4248 0.0155 0.0063 -0.0023 -0.0016 -0.0093 0.0277 301.2555 0.6647 0.4651 1744.4158 -20.8857 24.1248
0.3683 236.0671 -0.0157 10001.9448 2.7942 0.0175 0.0000 195.9252 0.0166 0.0070 -0.0023 -0.0015 -0.0133 0.0191 299.2137 0.6766 0.4579 1743.4673 -11.7593 29.2117
0.3700 237.6971 -0.0158 10001.9536 3.1211 0.0175 0.0000 196.4222 0.0177 0.0078 -0.0023 -0.0015 -0.0140 0.0093 297.1730 0.6899 0.4551 1742.5164 -1.4596 31.1090
0.3717 239.3320 -0.0159 10001.9623 3.4489 0.0174 -0.0000 196.9158 0.0189 0.0086 -0.0023 -0.0015 -0.0112 -0.0005 295.1334 0.7028 0.4572 1741.5630 8.9266 29.5918
0.3733 240.9718 -0.0161 10001.9710 3.7775 0.0174 -0.0000 197.4060 0.0201 0.0093 -0.0023 -0.0015 -0.0051 -0.0092 293.0950 0.7136 0.4640 1740.6071 18.2896 24.7977
0.3750 242.6163 -0.0162 10001.9797 4.1069 0.0174 -0.0001 197.8927 0.0213 0.0101 -0.0023 -0.0015 0.0038 -0.0158 291.0579 0.7207 0.4748 1739.6485 25.6163 17.2188
0.3767 244.2657 -0.0163 10001.9884 4.4371 0.0174 -0.0001 198.3761 0.0225 0.0109 -0.0023 -0.0016 0.0147 -0.0195 289.0221 0.7227 0.4884 1738.6870 30.1012 7.6540
0.3783 245.9199 -0.0164 10001.9971 4.7682 0.0174 -0.0001 198.8561 0.0237 0.0117 -0.0023 -0.0016 0.0266 -0.0197 286.9878 0.7188 0.5033 1737.7227 31.2378 -2.8721
0.3800 247.5790 -0.0166 10002.0058 5.1000 0.0174 -0.0002 199.3328 0.0249 0.0126 -0.0022 -0.0016 0.0381 -0.0164 284.9550 0.7085 0.5175 1736.7556 28.8788 -13.2176
0.3817 249.2429 -0.0167 10002.0145 5.4326 0.0175 -0.0002 199.8060 0.0260 0.0135 -0.0022 -0.0017 0.0483 -0.0098 282.9239 0.6923 0.5293 1735.7856 23.2585 -22.2469
0.3833 250.9116 -0.0168 10002.0232 5.7660 0.0175 -0.0002 200.2758 0.0272 0.0143 -0.0021 -0.0017 0.0560 -0.0006 280.8944 0.6708 0.5370 1734.8129 14.9732 -28.9554
0.3850 252.5851 -0.0170 10002.0319 6.1002 0.0176 -0.0002 200.7423 0.0283 0.0152 -0.0020 -0.0017 0.0607 0.0104 278.8668 0.6456 0.5394 1733.8378 4.9214 -32.5839
0.3867 254.2634 -0.0171 10002.0406 0.1520 0.0176 -0.0002 201.2054 0.0293 0.0161 -0.0019 -0.0016 0.0617 0.0219 276.8410 0.6184 0.5357 1732.8603 -5.7920 -32.7064
0.3883 255.9466 -0.0173 10002.0492 0.4877 0.0177 -0.0001 201.6651 0.0303 0.0170 -0.0018 -0.0016 0.0593 0.0328 274.8171 0.5910 0.5256 1731.8794 -15.9750 -29.2833
0.3900 257.6346 -0.0174 10002.0579 0.8242 0.0177 -0.0001 202.1215 0.0313 0.0179 -0.0017 -0.0015 0.0536 0.0420 272.7953 0.5653 0.5098 1730.8886 -24.4817 -22.6723
0.3917 259.3273 -0.0176 10002.0666 1.1614 0.0177 -0.0000 202.5744 0.0322 0.0187 -0.0016 -0.0015 0.0456 0.0486 270.7756 0.5429 0.4893 1729.8958 -30.3421 -13.5940
0.3933 261.0249 -0.0177 10002.0752 1.4994 0.0177 0.0000 203.0240 0.0331 0.0195 -0.0015 -0.0014 0.0361 0.0518 268.7581 0.5251 0.4656 1728.9012 -32.8746 -3.0562
0.3950 262.7273 -0.0179 10002.0839 1.8382 0.0176 0.0001 203.4703 0.0340 0.0203 -0.0015 -0.0013 0.0264 0.0513 266.7430 0.5123 0.4407 1727.9047 -31.7683 7.7565
0.3967 264.4345 -0.0181 10002.0925 2.1777 0.0176 0.0001 203.9132 0.0348 0.0210 -0.0014 -0.0012 0.0176 0.0474 264.7302 0.5045 0.4166 1726.9062 -27.1241 17.6153
0.3983 266.1465 -0.0182 10002.1011 2.5179 0.0175 0.0001 204.3527 0.0356 0.0217 -0.0014 -0.0011 0.0110 0.0406 262.7198 0.5010 0.3951 1725.9055 -19.4496 25.3876
0.4000 267.8632 -0.0183 10002.1098 2.8588 0.0174 0.0001 204.7889 0.0365 0.0223 -0.0014 -0.0011 0.0072 0.0316 260.7120 0.5005 0.3778 1724.9023 -9.6064 30.1690
0.4017 269.5848 -0.0185 10002.1184 3.2005 0.0174 0.0001 205.2218 0.0373 0.0229 -0.0014 -0.0010 0.0070 0.0217 258.7069 0.5010 0.3657 1723.8964 1.2840 31.3914
0.4033 271.3112 -0.0186 10002.1270 3.5429 0.0173 0.0001 205.6513 0.0381 0.0235 -0.0014 -0.0010 0.0103 0.0120 256.7044 0.5006 0.3592 1722.8874 11.9670 28.8941
0.4050 273.0423 -0.0188 10002.1356 3.8860 0.0173 -0.0000 206.0774 0.0390 0.0241 -0.0013 -0.0010 0.0169 0.0037 254.7047 0.4973 0.3578 1721.8753 21.1992 22.9484
0.4067 274.7782 -0.0189 10002.1442 4.2298 0.0173 -0.0001 206.5003 0.0398 0.0247 -0.0013 -0.0010 0.0262 -0.0020 252.7079 0.4890 0.3607 1720.8597 27.8943 14.2320
0.4083 276.5189 -0.0190 10002.1528 4.5744 0.0173 -0.0002 206.9198 0.0406 0.0253 -0.0013 -0.0010 0.0370 -0.0045 250.7141 0.4745 0.3660 1719.8407 31.2532 3.7556
0.4100 278.2644 -0.0192 10002.1614 4.9196 0.0174 -0.0002 207.3360 0.0414 0.0259 -0.0012 -0.0010 0.0483 -0.0035 248.7233 0.4530 0.3719 1718.8182 30.8626 -7.2526
0.4117 280.0147 -0.0193 10002.1700 5.2655 0.0174 -0.0003 207.7489 0.0421 0.0266 -0.0011 -0.0010 0.0587 0.0011 246.7356 0.4243 0.3761 1717.7925 26.7492 -17.4886
0.4133 281.7697 -0.0195 10002.1786 5.6121 0.0175 -0.0003 208.1601 0.0428 0.0272 -0.0010 -0.0010 0.0672 0.0088 247.4024 0.3894 0.3765 1731.4553 19.3829 -25.7274
0.4150 283.5296 -0.0196 10002.1872 5.9593 0.0176 -0.0003 208.5735 0.0434 0.0278 -0.0009 -0.0010 0.0727 0.0187 248.7181 0.3494 0.3714 1748.8025 9.6263 -30.9706
0.4167 285.2943 -0.0198 10002.1958 0.0241 0.0177 -0.0003 208.9892 0.0440 0.0284 -0.0008 -0.0009 0.0747 0.0297 250.0185 0.3065 0.3597 1766.1632 -1.3631 -32.5684
